permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA192014,UPMC PASSAVANT HOSPITAL O&M - 9100 BABCOCK BLVD,,PITTSBURGH,15237,850,5202,940,"REMOVE FLOOR TILE, MASTIC, TSI, ROOFING, LINOLEUM & FIREPROOFING THROUGHOUT",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.5610745,-80.0394123
PAA192015,PGH PUBLIC SCHOOLS - VARIOUS SCHOOLS O&M,1305 MURIEL ST,PITTSBURGH,15203,850,7744,921,"REMOVE PLASTER, VAT, MASTIC, ROOFING, PIPE INSULATION & FITTINGS, DUCT INSULATION & SEAM TAPE, TRANSITE, GLUE DOTS, WINDOW CAULKING, FIRE PROOFING, ACOUSTICAL SPRAY ON CEILING TILE & CEMENT CAP IN VARIOUS LOCATIONS THORUGHOUT VARIOUS SCHOOLS",159,t,2019-01-03,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4304572,-79.9847468
PAA192016,ENERGY CENTER PITTSBURGH O&M,111 S COMMONS ST,PITTSBURGH,15212,850,4447,905,REMOVE VARIOUS MATERIALS ON BOTH FLOORS,160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4502772,-80.0052046
PAA192017,BETTIS ATOMIC POWER LABORATORY,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2022108,919,"REMOVE FLOOR TILE, MASTIC, PIPE LAGGING, ROOFING, TRANSITE, GALBESTOS, CAULKING, GASKETS, DRIP TAPE, JOINT COMPOUND, STAIR TREADS, PACKINGS, BRAKES, DUCT SEAL AND WIRING & ELECTRCAL COMPONENTS",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.3560891,-79.8997901
PAA192018,BETTIS ATOMIC POWER LABORATORY O&M,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,850,2022108,906,"REMOVE FLOOR TILE, MASTIC, PIPE LAGGING, ROOFING, TRANSITE, GALBESTOS, CAULKING, GASKETS, DRIP TAPE, JOINT COMPOUND, STAIR TREADS, PACKINGS, BRAKES, DUCT SEAL AND WIRING & ELECTRCAL COMPONENTS",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.3560891,-79.8997901
PAA192020,VERIZON 7TH AVE 2019 O&M - 416 SEVENTH AVE,,PITTSBURGH,15222,850,5270,908,"REMOVE PIPE INSULATION, FLOOR TILE, CAULKING, DUCT INSULATION AND MASTIC THROUGHOUT BUILDING",160,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4475255,-79.9933976
PAA192021,VERIZON VARIOUS BLDGS 2019 O&M - 15 E MONTGOMERY AVE,,PITTSBURGH,15212,850,5271,908,"REMOVE PIPE INSULATION, FLOOR TILE, DUCT INSULATION, ROOFING, TRANSITE PANELS, CAULKING AND OTHER MISCELLANEOUS MATERIAL THROUGHOUT VARIOS AREAS IN VARIOUS BUILDINGS",160,f,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4828051,-80.0367259
PAA192024,US STEEL - CLAIRTON WORKS O&M,400 STATE ST,CLAIRTON,15025,850,011267,949,REMOVE MASTIC PAINT FROM DISMANTLED SECTIONS OF COKE OVEN GAS PIPELING,500,t,2019-01-01,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.2940921,-79.8728393
PAA192032,NEVILLE CHEMICAL COMPANY 2019 O&M,2800 NEVILLE RD,NEVILLE,15225,850,18878,902,"REMOVE TSI, FLOOR TILE & MASTIC, TRANSITE & GASKET THROUGHOUT FACILITY",160,t,2019-01-04,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.5021565,-80.1012757
PAA192033,UPMC MERCY 2019 O&M,1400 LOCUST ST,PITTSBURGH,15219,850,5275,908,"REMOVE FLOOR TILE, PIPE INSULATION & FITTINGS THROUGHOUT UPMC MERCY HOSPITAL AND UPMC MERCY HEALTH CENTER",160,t,2019-01-08,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4362085,-79.9856207
PAA192034,CARNEGIE MELLON UNIVERSITY O&M,5000 FORBES AVE,PITTSBURGH,15213,850,1347,901,"REMOVE PITE INS & FITTINGS, FLOOR TILE & MASTIC, TRANSITE, CEILING/WALL PLASTER AND MISCELLANEOUS MATERIALS THROUGHOUT THE CAMPUS",160,t,2019-01-08,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4441647,-79.9433725
PAA192045,JEFFERSON HOSPITAL - O&M,565 COAL VALLEY RD,JEFFERSON HILLS,15025,850,5286,908,"REMOVE FLOOR TILE, PIPE INSULATION & FITTINGS THROUGHOUT THE BUILDING",160,t,2019-01-18,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.3184396,-79.9334877
PAA192046,UPMC ANNUAL PERMIT - O&M,,PITTSBURGH,15213,850,5271,940,"REMOVE FLOOR TILE/LINOLEUM, FLOOR MASTIC, TSI, ROOFING & FIREPROOFING, IN VARIOUS BUILDINGS",160,t,2019-01-21,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4379259,-79.9556424
PAA192047,OMNI WILLIAM PENN HOTEL O&M,530 WILLIAM PENN PL,PITTSBURGH,15219,850,4453,905,REMOVE VARIOUS MATERIALS THROUGHOUT THE OMNI HOTEL,160,t,2019-01-18,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.440592,-79.996589
PAA192051,"PPG INDUSTRIES, INC 2019 O&M",440 COLLEGE PARK DR,MONROEVILLE,15146,850,18915,902,"REMOVE FLOOR TILE/MASTIC, PIPE INSULATION, MUDDED FITTINGS, FIREPROOFING, TRANSITE & LAB TOPS THROUGHOUT BUILDING",160,t,2019-01-22,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.446669,-79.733191
PAA192058,ASHLAND CHEMICAL 0&M,2650  NEVILLE RD,NEVILLE,15225,850,12697,908,"REMOVE MISCELLANEOUS MATERIALS THORUGHOUT OFFICES AND LABORATORIES, THERMAL SYSTEM INSULATION THROUGHOUT OFFICES, LABS, TANKS & PIPE RACKS AND SURFACING THROUGHOUT OFFICES AND LABORATORIES",160,t,2019-01-23,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4977808,-80.0913426
PAA192059,CHAMBER OF COMMERCE BLDG O&M,411  7TH AVE,PITTSBURGH,15219,850,12696,940,REMOVE THERMAL SYSTEM AND MISCELLANEOUS MATERIALS THROUGHOUT BUILDING,160,t,2019-01-24,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4428627,-79.996412
PAA192060,NOVA PLACE TOWER 2 & MAIN CONCOURSE O&M,100 S COMMONS ST,PITTSBURGH,15212,850,211,941,"REMOVE FLOOR TILE, FLOOR MASTIC, PIPE LAGGING & FIREPROOFING FROM VARIOUS LOCATIONS THROUGHOUT",160,t,2019-01-22,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4511937,-80.0047559
PAA192067,DUQUESNE UNIVERSITY O&M,600 FORBES AVE,PITTSBURGH,15219,850,00333877,912,"REMOVE FLOOR TILE, MASTIC, CEILING/WALL PLASTER, FIRE PROOFING, THEMAL INSULATION & TRANSITE PANELS FROM VARIOUS LOCATIONS THROUGHOUT THE BUILDINGS",160,t,2019-01-21,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4386696,-79.9944656
PAA192075,THE DUQUESNE CLUB O&M,325  6TH AVE,PITTSBURGH,15222,850,47459,903,"REMOVE PIPE INSULATION, DUCT INSULATION, & PLASTER AS REQUIRED THROUGHOUT BUILDING",160,t,2019-02-05,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.44218,-79.998442
PAA192078,K&L GATES CENTER O&M,210 6TH AVE,PITTSBURGH,15222,850,5519,940,"REMOVE FLOOR TILE, PIPE INSULATION & APPLIED FIREPROOFING FROM VARIOUS FLOORS",160,t,2019-03-22,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4420432,-80.0001254
PAA192114,AHN SUBURBAN GENERAL HOSPITAL O&M,100 S JACKSON AVE,PITTSBURGH,15202,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING IN ALL AREAS OF THE HOSPITAL",160,f,2019-02-20,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.495015,-80.0603901
PAA192115,AHN JEFFERSON HOSPITAL O&M,565 COAL VALLEY RD,JEFFERSON HILLS,15025,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING FROM ALL AREAS OF THE HOSPITAL",160,t,2019-02-20,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.3184396,-79.9334877
PAA192116,AHN ALLEGHENY GENERAL HOSPITAL O&M,320 E NORTH AVE,PITTSBURGH,15212,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING FROM ALL AREAS OF THE HOSPITAL",160,t,2019-02-20,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4574469,-80.0032706
PAA192117,AHN ALLEGHENY VALLEY HOSPITAL O&M,1301 CARLISLE ST,FAWN,15065,850,407384,929,"REMOVE VCT, BLACK MASTIC, FIRE PROOFING & SHEET FLOORING IN ALL AREAS OF HOSPITAL",160,t,2019-02-20,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.618767,-79.736921
PAA192159,UNION TRUST BUILDING O&M,501  GRANT ST,PITTSBURGH,15219,850,5329,908,REMOVE PIPE INSULATION; FLOOR TILE/MASTIC; ACOUSTICAL PLASTER; PIPE FITTINGS; FIREPROOFING; & TRANSITE THROUGHOUT BUIDLING,160,t,2019-03-12,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4397355,-79.9971547
PAA192171,UPMC SHADYSIDE? HOSPITAL O&M,5230 CENTRE AVE,PITTSBURGH,15232,850,5272,940,"REMOVE FLOOR TILE, MASTIC, TSI, ROOFING & LINOLEUM THROUGHT BUILDING",160,t,2019-03-19,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4548396,-79.9391194
PAA192228,CARNEGIE MELLON UNIVERSITY - O&M,5000 FORBES AVE,PITTSBURGH,15213,850,19242,902,"REMOVE FLOOR TILE/MASTIS, PIPE & FITTING INSULATION, ROOFING, TRANSITE, CEILING/WALL PLASTER, FIREPROOFING, DUCT WRAP & BOILER INSULATION IN VARIOUS AREAS",160,t,2019-04-29,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4441647,-79.9433725
PAA192335,"STANDARD FORGED PRODUCTS, LLC 2019 O&MN",75 NICHOL AVE,MCKEES ROCKS,15136,850,0004527493,941,VAROIUS UBIQUITOUS MATERIALS THROUGHOUT THE BUILDING REPORTED DURING THE QUARTERLY O&M REPORT,165,t,2019-05-31,2019-12-31,2,f,f,2019-12-31,RENOVATION,40.4823036,-80.065283
PAA192381,DUQUESNE LIGHT O&M - VARIOUS LOCATIONS,2835  BEAVER AVE,PITTSBURGH,15233,850,CC 06363,942,REMOVE VAIROUS MATERIALS IN VARIOUS LOCATIONS IN VARIOUS SUBSTATIONS,160,t,2019-06-13,2019-12-31,3,f,f,2019-12-31,RENOVATION,40.4660998,-80.0371189
PAA194026,"7051 HAMILTON AVENUE - PITTSBRGH, PA 15208",,PITTSBURGH,15208,450,16612,931,REMOVE ROOF TAR,400,t,2019-01-07,2020-01-07,2,t,f,2020-01-07,DEMOLITION,40.4509149,-79.9024779
PAA194027,VACANT BAR,7001  HAMILTON AVE,PITTSBURGH,15208,850,16612,931,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,2000,f,2019-01-07,2020-01-07,2,t,f,2020-01-07,DEMOLITION,40.4557965,-79.9019968
PAA194028,4 W NORTH AVENUE,,PITTSBURGH,15212,850,7746,921,"REMOVE CAULKING, FLASHING & ROOFING",1500,f,2019-01-09,2020-01-08,2,t,f,2020-01-08,DEMOLITION,40.4828051,-80.0367259
PAA194029,VACANT COMMERCIAL BUILDING,6 W NORTH AVE,PITTSBURGH,15212,850,7746,921,"REMOVE CAULKING, GLAZING & ROOFING",1500,f,2019-01-09,2020-01-08,2,t,f,2020-01-08,DEMOLITION,40.4556512,-80.0070379
PAA194030,VACANT COMMERCIAL BUILDING,8 W NORTH AVE,PITTSBURGH,15212,850,7746,921,"REMOVE WINDOW CAULK, FLUE PIPE & FLASHING",1500,f,2019-01-09,2020-01-08,2,t,f,2020-01-08,DEMOLITION,40.4555968,-80.0071366
PAA194074,VACANT RESIDENCE,1939  SEDGWICK ST,PITTSBURGH,15212,850,16757,931,"REMOVE FLOOR TILE IN KITCHEN AND DINING ROOM, BROWN STAIR TRED IN STAIRWELL TO 2ND FLOOR AND ROOFING MATERIALS AND TAR FROM ROOF",1700,f,2019-01-31,2020-01-31,2,t,f,2020-01-31,DEMOLITION,40.4599291,-80.0243455
PAA194100,VACANT RESIDENCE,1707  MCCLURE ST,HOMESTEAD,15120,350,10033404,915,REMOVE WINDOW GLAZING FROM BSM/LIVING ROOM AND SEAM TAPE FROM DUCT WORK,180,f,2019-02-22,2019-12-31,3,t,f,2019-12-31,DEMOLITION,40.4024057,-79.9017235
PAA194101,VACANT RESIDENCE,354 W 11TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2019-02-16,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.4016854,-79.9129894
PAA194102,VACANT RESIDENCE,201 W 13TH AVE,HOMESTEAD,15120,350,10033404,915,REMOVE 9X9 FLOOR TILE FROM B.R./BEDROOM 3 AND 12X12 FLOOR TILE AND WINDOW CAULKING FROM BSM KITCHEN,240,f,2019-02-22,2019-12-31,3,t,f,2019-12-31,DEMOLITION,40.4021008,-79.9098063
PAA194103,VACANT RESIDENCE,245 E 20TH AVE,HOMESTEAD,15120,350,10033404,915,REMOVE 12X12 FLOOR TILE FROM KITCHEN & BEDROOM,650,f,2019-02-22,2019-12-31,3,t,f,2019-12-31,DEMOLITION,40.400465,-79.9008379
PAA194104,VACANT RESIDENCE,356 W 11TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2019-02-16,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.4015569,-79.9128879
PAA194105,VACANT RESIDENCE,107 W 13TH AVE,HOMESTEAD,15120,350,10033404,915,DEMO IN PLACE,2500,f,2019-02-16,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.403065,-79.908778
PAA194126,VACANT RETAIL/APARTMENTS,601  BALDRIDGE AVE,BRADDOCK,15104,350,7516,921,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,3500,f,2019-03-05,2020-03-04,2,t,f,2020-03-04,DEMOLITION,40.4056351,-79.8633053
PAA194148,VACANT RESIDENCE,533  NORTH AVE,MILLVALE,15209,350,7525,921,DEMOLISH BUILDING WITHIN AN EXTERIOR REGULATED WORK AREA AS PER EMERGENCY ORDER OF MUNICIPALITY,1536,f,2019-03-07,2020-03-06,2,t,f,2020-03-06,DEMOLITION,40.4846249,-79.9731346
PAA194165,VACANT RESIDENCE,1716  MURDOUGH ST,BRADDOCK,15104,350,7534,921,DEMOLISH BUILDING WITHIN AN EXTERIOR REGULATED WORK AREA AS PER EMERGENCY ORDER OF MUNICIPALITY,1504,f,2019-03-13,2020-03-12,3,t,f,2020-03-12,DEMOLITION,40.3989199,-79.8417321
PAA194166,HOMEWOOD SCHOOL,7100 HAMILTON AVE,PITTSBURGH,15208,1850,7522,921,SEE ATTACHED FOR THE LIST OF MATERIALS TO BE REMOVED,12487,f,2019-03-27,2020-03-26,2,t,f,2020-03-26,DEMOLITION,40.4546642,-79.899407
PAA194182,FORMER JAISON'S DEPARTMENT STORE,215  5TH AVE,MCKEESPORT,15132,1550,19159,902,"REMOVE PIPE & FITTING INSULATION ON THE PERIMETER PIPE CHASES ON THE 1ST, 2ND, & 3RD FLOOR, FLOOR TILE & MASTIC THROUGHOUT BASEMENT, & FLOOR TILE ON 2ND FLOOR",5660,t,2019-04-04,2019-12-31,2,f,t,2019-05-31,DEMOLITION,40.3511711,-79.8658162
PAA194330,VACANT RESIDENCE - 2609 SOUTH BRADDOCK AVENUE,,PITTSBURGH,15216,350,7535,921,REMOVE VINYL SHEET FOORING FROM KITCHEN AND BASEMENT STAIRWELL,200,f,2019-06-06,2020-06-05,2,t,f,2020-06-05,DEMOLITION,40.3929691,-80.0479039
PAA194331,VACANT RESIDENCE,2109  MONONGAHELA AVE,PITTSBURGH,15218,350,7532,921,REMOVE PLASTER THROUGHOUT & 12X12 VINYL FLOOR TILE,10072,f,2019-06-06,2020-06-05,2,t,f,2020-06-05,DEMOLITION,40.4180516,-79.8877878
PAA194332,VACANT TRIPLEX RESIDENCE - 2113-2115 HUDSON STREET,2113  HUDSON ST,PITTSBURGH,15218,350,7529,921,"REMOVE PLASTER FROM 2113 HUDSON, 12X12 VINYL FLOOR TILE 2113 HUDSON UPSTAIARS BATHROOM AND 9X9 VINYL FLOOR TILE FROM 2115 HUDSON LIVING ROOM & 2ND FLOOR BEDROOM",6250,f,2019-06-06,2020-06-05,2,t,f,2020-06-05,DEMOLITION,40.427713,-79.879768
PAA194339,VACANT BUSINESS COMPLEX,552  CARNOT RD,CORAOPOLIS,15108,850,17582,931,REMOVE EXTERIOR SILVER METALLIC ROOFING MATERIAL,1500,f,2019-06-07,2020-06-07,2,t,f,2020-06-07,DEMOLITION,40.5161396,-80.2209065
PAA194340,VACANT BUISNESS COMPLEX,548 CARNOT RD,CORAOPOLIS,15108,200,17582,931,REMOVE WHITE 12X12 FLOOR TILE FROM SECOND FLOOR WINDOW CAULKING ON FIRST FLOOR LEFT SIDE OF THE BUILDING,200,f,2019-06-07,2020-06-07,2,t,f,2020-06-07,DEMOLITION,40.5156733,-80.2205634
PAA194358,VACANT RESIDENCE,512  LARIMER AVE,PITTSBURGH,15206,1850,7509,921,BUILDING IS UNSAFE ALL MATERIALS BEING TREATED AS ACM,10000,f,2019-07-08,2020-06-11,2,t,f,2020-06-11,DEMOLITION,40.4653529,-79.9140064
PAA194359,VACANT COMMERCIAL PROPERTY,522  LARIMER AVE,PITTSBURGH,15206,1250,7538,921,THE BUILDING IS WASTE.  ALL MATERIALS WILL BE DISPOSED OF AS NON-FRIABLE ACM WASTE,3000,f,2019-06-12,2020-06-11,2,t,f,2020-06-11,DEMOLITION,40.4655408,-79.9136075
PAA194417,"COLLISION REPAIR CENTER (PENNDOT SR48, A34 PROJECT)",,,15135,450,32707,944,REMOVE ORIGINAL TAR ROOF COATING FROM SUB-ROOF AND REAR WINDOW CAULKING,948,f,2019-07-05,2019-12-31,2,f,f,2019-12-31,DEMOLITION,40.3026486,-79.8240715
PAA194424,KOPPERS PLANT CLAIRTON PA (MAP AREA 30),300 N STATE ST,CLAIRTON,15025,850,1327,940,REMOVE EXTERIOR GALBESTOS ROOFING AND EXTERIOR WINDOW CAULKING FROM BUILDING #9,1625,f,2019-07-08,2019-11-30,2,f,f,2019-11-30,DEMOLITION,40.3080967,-79.884895
PAA194426,VACANT RESIDENCE,513  THOMPSON AVE,CLAIRTON,15025,350,1483,915,"REMOVE TRANSITE SIDING, KITCHEN AND DOOR ENTRYWAY FLOOR TILE",874,f,2019-07-14,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.2863612,-79.8867541
PAA194428,VACANT RESIDENCE,508  BEAVER ST,CLAIRTON,15025,350,1483,915,REMOVE OUTSIDE TRANSITE SIDING,1026,f,2019-07-14,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.2867918,-79.8867103
PAA194471,PIT AIR ROUTE SURVELLIANCE RADAR,101 SGT MESSERSCHMIDT RD,OAKDALE,15071,1850,13771,943,"REMOVE ROOFING & PIPE INSULATION THROUGHOUT BUILDING, DUCT INSULATION ON 1ST FLOOR,  AND FLOOR TILE AND MASTIC ON FIRST AND SECOND FLOORS IN BUILDING #16, WINDOW GLAZING, TRANSITE PANELS & TRANSITE PIPE THROUGHOUT BUILDING",30073,f,2019-07-29,2019-11-30,2,t,f,2019-11-30,DEMOLITION,40.3978959,-80.1585493
PAA194543,BETTIS ATOMIC POWER LAB WASTE PROCESSING BUILDING,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,1250,2024705,906,SEE ATTACHED,4105,f,2019-11-25,2020-11-25,2,f,f,2020-11-25,DEMOLITION,40.3560891,-79.8997901
PAA194554,VACANT RESIDENCE,2235  WILSON AVE,PITTSBURGH,15214,350,4553,926,ALL MATERIAL IS TO BE TREATED AS ACM,1500,f,2019-07-30,2109-08-06,2,t,f,2109-08-06,DEMOLITION,40.4657385,-80.0131356
PAA194572,FORMER JEFFERSON HILLS MUNICIPAL BUILDING,3008  OLD CLAIRTON RD,JEFFERSON HILLS,15025,450,7870,921,"REMOVE 9""X9"" FLOOR TILE ON 1ST FLOOR UNDER 12"" TILES/CARPET",800,f,2019-08-21,2020-08-20,2,t,f,2020-08-20,DEMOLITION,40.294021,-79.91902
PAA194577,VACANT RESIDENCE,3005  JERSEY ST,MCKEESPORT,15132,350,19644,902,REMOVE ASBESTOS CONTAINING DEBRIS FROM THE ENTIRE BUILDING,2880,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.3467931,-79.8414258
PAA194578,VACANT RESIDENTIAL,3007  JERSEY ST,MCKEESPORT,15132,350,19645,902,REMOVE ASABESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,2636,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.3467776,-79.8412507
PAA194579,VACANT RESIDENCE,3011  JERSEY ST,MCKEESPORT,15132,350,19646,902,REMOVE ASABESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,3074,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.3468054,-79.8411194
PAA194580,VACANT RESIDENCE,1607  COLFAX ST,MCKEESPORT,15132,350,19647,902,REMOVE ASABESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,2240,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.3480067,-79.8544877
PAA194581,VACANT RESIDENCE,1724  WILLOW ST,MCKEESPORT,15132,350,19648,902,REMOVE ASABESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,4240,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.3416298,-79.8530647
PAA194582,VACANT RESIDENCE,1726  WILLOW ST,MCKEESPORT,15132,350,19649,902,REMOVE ASABESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,2100,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.341565,-79.8530654
PAA194583,VACANT RESIDENCE,1728  WILLOW ST,MCKEESPORT,15132,350,19650,902,REMOVE ASABESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,3456,f,2019-08-23,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.3415015,-79.8531353
PAA194612,VACANT RETAIL,326 E 4TH AVE,TARENTUM,15084,1550,19672,902,"REMOVE TARPAPER & ROOFING FROM ROOF, MASTIC DOTS FROM 2ND FL & UNDER EXT GLASS TILES, FLOOR TILE MASTIC, TAR PAPER LINOLEUM FROM 1ST FL, WINDOW CAULKING THROUGHOUT & BASEMENT TRANSITE BOILDER SHIELD AND BOILER PLATE BREACHING",4989,f,2019-09-06,2019-12-31,2,t,f,2019-12-31,DEMOLITION,40.6019433,-79.7526859
PAA194616,NIOSH BUILDING 14 - 626 COCHRANS MILL ROAD,,PITTSBURGH,15236,1250,010467,925,"RMOVE 12X12 FLOOR TILE/MASTIC IN ROOMS 201, 203, 204, 205, 206 & 209; 13"" COVE BASE/MASTIC IN ROOM 207 AND CEMENTITIOUS PIPE INSULATION",4682,f,2019-09-16,2019-11-30,2,f,f,2019-11-30,DEMOLITION,40.3380768,-79.9789606
PAA194619,NIOSH BUILDING 41 - 626 COCHRANS MILL ROAD,,PITTSBURGH,15236,450,010467,925,"REMOVE 12""x12"" FLOOR TILE/MASTIC IN ROOMS 101 & 102 AND MAIN ENTRANCE FOYER",754,f,2019-09-19,2019-11-18,2,f,f,2019-11-18,DEMOLITION,40.3380768,-79.9789606
PAA194660,VACANT COMMERCIAL BUILIDING,49  VERONA RD,PENN HILLS,15235,1250,19771,902,"RMEOVE SHEET FLOORING FROM LOBBY & TOP FLOOR KITCHEN, FLOOR TILE AND MASTIC FROM 1ST FLOOR RIGHT SIDE AND BATHROOM, TRANSITE SIDING FROMTOP FLOOR EXTERIOR AND FLAT ROOF FLASHING",2930,f,2019-10-01,2019-12-31,2,t,f,2019-12-31,F=D,40.4642154,-79.8648747
PAA194664,VACANT RESIDENCE,849  CRUCIBLE ST,PITTSBURGH,15220,350,9013,951,"REMOVE 9X9 GREEN & WHITE DINING ROOM FLOOR TILE & 9X9 RED FLOOR TILE IN BEDROOM #3, 9X9 GRAY FLOOR TILE IN BEDROOM #1, & BLUE & BEIGE FLOOR TILE IN BEDROOM #2",7580,f,2019-09-25,2019-11-18,2,t,f,2019-11-18,DEMOLITION,40.4427079,-80.0412344
PAA194668,VACANT RESIDENCE,628  RANDALL ST,WEST MIFFLIN,15122,450,6837,938,"REMOVE YELLOW/GOLD, BROWN & GRAY KITCHEN FLOOR TILE AND 2ND FLOOR BEDROOMS CHECKERED FLOOR TILE & MASTIC",815,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.3477121,-79.9046864
PAA194670,VACANT RESIDENCE,1236  LUSCOMBE LN,DRAVOSBURG,15034,200,6837,938,REMOVE BROWN FLOOR TILE IN BASEMENT BATHROOM AND PIPE WRAP IN BASEMENT,280,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.3536004,-79.8958082
PAA194671,VACANT RESIDENCE,579  RANDALL ST,WEST MIFFLIN,15122,200,6837,938,REMOVE BASEMENT HOT WATER TAN PIPE WRAP AND DINING ROOM GRAY FLOOR TILE,222,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.3485275,-79.906346
PAA194672,VACANT RESIDENCE,602  RICHLAND AVE,DRAVOSBURG,15034,450,6837,938,REMOVE BATHROOM TAN VINYL SHEET FLOORING AND UPPER BEDROOMS WINDOW CAULKING,435,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.3507159,-79.8954255
PAA194674,VACANT RESIDENCE,642  RANDALL ST,WEST MIFFLIN,15122,200,6837,938,"REMOVE 2ND BASEMENT PAPER DUCT WRAP, SECOND FLOOR BATHROOM PINK FLOORING, UNDERCOAT & BLACK WALL COATING AND ROOF CEMENT CHIMNEY FLUE & VENT TAR",230,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.3471645,-79.9042928
PAA194675,VACANT RESIDENCE,614  BETTIS RD,WEST MIFFLIN,15122,450,6837,938,"REMOVE CHECKERED FLOOR TILE AND CEMENTITIOUS DUCT WRAP IN BASEMENT, ROOF FLASHING AND SILVER WINDOW CAULKING FROM BASEMENT",709,f,2019-09-30,2020-09-30,2,f,f,2020-09-30,DEMOLITION,40.359128,-79.8832984
PAA194679,VACANT RESIDENCE,575  BEATTY RD,MONROEVILLE,15146,1550,1350,941,REMOVE WALL/CEILING PLASTER AND EXTERIOR WINDOW GLAZING ON 1ST & 2ND FLOORS AND FLOOR TILE & MASTIC IN 2ND FLOOR BEDROOMS,7702,f,2019-10-08,2019-11-30,2,t,f,2019-11-30,DEMOLITION,40.4523531,-79.7548613
